00000019,1,1,0
00000102,1,0,1
00000103,1,0,1
00000104,1,0,1
00000105,1,0,1
00000106,1,0,1
00000107,1,0,1
00000108,0,0,1
00000109,0,0,1
00000110,1,0,1
00000111,0,0,1
00000112,0,0,1
00000113,0,0,1
00000114,0,0,1
00000115,0,0,1
00000116,0,0,1
00000117,0,0,1
00000118,0,0,1
00000119,0,0,1
00000120,0,0,1
00000121,0,0,1
00000122,0,0,1
00000123,0,0,1
00000124,1,0,1
00000125,0,0,1
00000126,0,0,1
00000127,0,0,1
00000128,0,0,1
00000129,0,0,1
00000130,0,0,1
00000131,0,0,1
00000132,0,0,1
00000133,0,0,1
00000134,0,0,1
00000135,0,0,1
00000136,0,0,1
00000137,0,0,1
00000138,0,0,1
00000139,0,0,1
00000140,0,0,1
00000141,0,0,1
00000142,1,0,1
00000143,1,0,1
00000144,1,0,1
00000145,0,0,1
00000146,0,0,1
00000147,1,0,1
00000148,0,0,1
00000149,1,0,1
00000150,1,0,1
00000151,0,0,1
00000152,0,0,1
00000153,1,0,1
00000154,0,0,1
00000155,0,0,1
00000156,0,0,1
00000157,1,0,1
00000158,0,0,1
00000159,0,0,1
00000160,1,0,1
00000161,0,0,1
00000162,0,0,1
00000163,1,0,1
00000164,0,0,1
00000165,1,0,1
00000166,0,0,1
00000167,0,0,1
00000168,0,0,1
00000169,1,0,1
00000170,0,0,1
00000171,0,0,1
00000172,0,0,1
00000173,0,0,1
00000174,0,0,1
00000175,0,0,1
00000176,0,0,1
00000177,0,0,1
00000178,0,0,1
00000179,0,0,1
00000180,1,0,1
00000181,0,0,1
00000182,1,0,1
00000183,0,0,1
00000184,1,0,1
00000185,0,0,1
00000186,0,0,1
00000187,0,0,1
00000188,0,0,1
00000189,0,0,1
00000190,0,0,1
00000191,0,0,1
00000192,1,1,1
00000193,0,0,1
00000194,0,0,1
00000195,1,0,1
00000196,1,0,1
00000197,0,0,1
00000198,1,0,1
00000199,1,0,1
00000200,0,0,1
00000201,0,0,1
00000202,0,0,1
00000203,1,0,1
00000204,1,0,1
00000205,0,0,1
00000206,0,0,1
00000207,1,0,1
00000208,0,0,1
00000209,0,0,1
00000210,1,0,1
00000211,0,0,1
00000212,1,0,1
00000213,1,0,1
00000214,1,0,1
00000215,1,0,1
00000216,0,0,1
00000217,1,0,1
00000218,1,0,1
00000219,0,0,1
00000220,1,0,1
00000221,1,0,1
00000222,0,0,1
00000223,1,0,1
00000224,1,0,1
00000225,1,0,1
00000226,1,0,1
00000227,1,0,1
00000228,1,0,1
00000229,1,0,1
00000230,0,0,1
00000231,0,0,1
00000232,0,0,1
00000233,1,1,1
00000234,0,0,1
00000235,1,0,1
00000236,1,0,1
00000237,1,0,1
00000238,1,0,1
00000239,1,0,1
00000240,0,0,1
00000241,0,0,1
00000242,0,0,1
00000243,0,0,1
00000244,1,0,1
00000245,0,0,1
00000246,0,0,1
00000247,1,0,1
